datasetId,openFemaDataSet,datasetVersion,name,title,description,type,sortOrder,isSearchable,isNestedObject,isNullable,primaryKey,id,lastRefresh,hash,srid
openfema-74,FimaNfipPolicies,2,basementEnclosureCrawlspaceType,Basement Enclosure Crawlspace Type,"Basement is defined for purposes of the NFIP as any level or story which has its floor subgrade on all sides.  Basement structure value are as follow:                                                                                                                       
0  - None;    
1 - Finished Basement/Enclosure;
2 - Unfinished Basement/Enclosure;
3 - Crawlspace;
4 - Subgrade Crawlspace;",smallint,3,True,False,True,False,b3e74ddf-93d2-401f-b15d-b42b3e763987,2024-08-27T19:21:04.454Z,6bf8c1c06dc071311160f4b43c9ca3b51537206e,
openfema-74,FimaNfipPolicies,2,cancellationDateOfFloodPolicy,Cancellation Date of Flood Policy,The cancellation date of the flood policy (if any); date the flood policy goes out of force.,date,4,True,False,True,False,e8ba68ab-2689-4d12-a87a-1eb2d2598c5b,2024-08-27T19:21:04.454Z,5fa950a1200e9e0c35318fe305a5a9aeaea6dbc7,
openfema-74,FimaNfipPolicies,2,condominiumCoverageTypeCode,Condominium Coverage Type Code,"Indicates what type of coverage the building has (e.g., Residential Condominium Building Association Policy (RCBAP), Master Policy)
Legal values (value : description):
N : Not a Condominium; 
U : Individual Condominium Unit insured by a unit owner or by an association; 
A : Condominium Association; 
H : Condominium Master Policy (RCBAP) High-Rise; 
L : Condominium Master Policy (RCBAP) Low-Rise;",text,5,True,False,True,False,c5c833dd-cce5-48dc-947b-b9b8df29f6be,2024-08-27T19:21:04.454Z,27a9e89e14e5e535b1bfe97a0f6f8784e5768ac0,
openfema-74,FimaNfipPolicies,2,construction,Construction Indicator,Indicates whether this building is under construction. Yes is indicated with either a 'true' or '1'. No is indicated with either a 'false' or '0',boolean,6,False,False,True,False,7fc40ade-3775-4064-959a-7e3b7855aef0,2024-08-27T19:21:04.454Z,2848f5366c33c74532508c604e4b1e54ddf91167,
openfema-74,FimaNfipPolicies,2,crsClassCode,CRS Classification Code,"The Community Rating System (CRS) Classification Credit Percentage used to rate the policy. The insurance premium credit is based on whether a property is in or out of the Special Flood Hazard Area (SFHA) as shown on the community's Flood Insurance Rate Map. The premium credit for properties in the SFHA increases according to a community's CRS class:

1 - SFHA 45% ** Non SFHA 10% **;
2 - SFHA 40% ** Non SFHA 10% **;
3 - SFHA 35% ** Non SFHA 10% **;
4 - SFHA 30% ** Non SFHA 10% **;
5 - SFHA 25% ** Non SFHA 10% **;
6 - SFHA 20% ** Non SFHA10% **;
7 - SFHA 15% ** Non SFHA 5% **;
8 - SFHA 10% ** Non SFHA 5% **;
9 - SFHA 5%    Non SFHA 5%;
10 - SFHA 0%  Non SFHA 0%;
 
*For the purpose of determining CRS Premium Discounts, all AR and A99 zones are treated as non-SFHAs. 
**These percentages are subject to change.  Always refer to the Flood Insurance Manual for the latest information",smallint,7,True,False,True,False,73a0f791-0cb4-4259-9151-89429cf08871,2024-08-27T19:21:04.454Z,cf02c381e4b0e394b4199f143d277adbf8271184,
openfema-74,FimaNfipPolicies,2,buildingDeductibleCode,Building Deductible Code,"The total deductible amount in dollars for buildings, both main and appurtenant, that can be applied against the loss.                                                                                                                                                                          Standard Deductibles: 
 
0 - $500;
1 - $1,000;
2 - $2,000;
3 - $3,000;
4 - $4,000;
5 - $5,000;
9 - $750;
A - $10,000;
B - $15,000;
C - $20,000;
D - $25,000;
E - $50,000;
F - $1,250;
G - $1,500;
H - $200 - Used only in Group Flood Insurance Policies",text,8,True,False,True,False,c1261a79-5017-4180-a0be-e872ab96a807,2024-08-27T19:21:04.454Z,fc3fff3d229a96c9c9d52a4e034b95f73fceb2aa,
openfema-74,FimaNfipPolicies,2,contentsDeductibleCode,Contents Deductible Code,"The total deductible amount in dollars for contents in both main and apartment structures that can be applied against the loss.                                                                                                                                                     Standard Deductibles: 
 
0 - $500;
1 - $1,000;
2 - $2,000;
3 - $3,000;
4 - $4,000;
5 - $5,000;
9 - $750;
A - $10,000;
B - $15,000;
C - $20,000;
D - $25,000;
E - $50,000;
F - $1,250;
G - $1,500;
H - $200 - Used only in Group Flood Insurance Policies",text,9,True,False,True,False,1f356238-6d1b-4032-a4dd-4b245e9b2a5f,2024-08-27T19:21:04.454Z,f345fbdc94326019f1968f1c337b1565e9ce32b3,
openfema-74,FimaNfipPolicies,2,elevatedBuildingIndicator,Elevated Building Indicator,"Indicates whether a building meets the NFIP definition of an elevated building. Yes is indicated with either a 'true' or '1'. No is indicated with either a 'false' or '0'.  An elevated building is a no-basement building that was constructed so as to meet the following criteria: 
1. The top of the elevated floor (all A zones) or the bottom of the lowest horizontal structural member of the lowest floor (all V zones) is above ground level;
2. The building is adequately anchored;
3. The method of elevation is pilings, columns (posts and piers), shear walls (not in V zones), or solid foundation perimeter walls (not in V zones);",boolean,10,True,False,True,False,1d0572b9-85d6-4cf5-8303-34873e276aef,2024-08-27T19:21:04.454Z,a4b369c63e0f332a377839031a6a2aa28f5f52da,
openfema-74,FimaNfipPolicies,2,elevationCertificateIndicator,Elevation Certificate Indicator,"Indicates if a policy has been rated with Elevation Certificate. (An empty value indicates that this informtion was not reported; it does not necessarily mean that these properties do not have an Elevation Certificate, just that one was not reported at the time the policy was written.)

1 - No Elevation Certificate, original effective date prior to October 1, 1982, with no break in insurance coverage or change in insurable interest. Policies will be rated using 'No Base Flood Elevation' +2 to +4 feet rates;
2 - No Elevation Certificate, original effective date on or after October 1, 1982, with no break in insurance coverage or change in insurable interest. Policies will be rated using 'No Elevation Certificate' rates;
3 - Elevation Certificate with BFE. Policies will be rated using 'With Base Flood Elevation' rates;
4 - Elevation Certificate without BFE.  Policies will be rated using 'No Base Flood Elevation' rates;
A - Basement or Subgrade Crawlspace; 
B - Fill or Crawlspace;
C - Piles, Piers, or Columns with Enclosure;
D - Piles, Piers, or Columns without Enclosure;
E - Slab on Grade;",text,11,True,False,True,False,77648d00-6338-4904-a40e-bd2fbdb3af56,2024-08-27T19:21:04.454Z,048f9aa2ea0392be61cdfc50c4c23cd720c66744,
openfema-74,FimaNfipPolicies,2,elevationDifference,Elevation Difference,"Difference between the elevation of the lowest floor used for rating, or the floodproofed elevation, and the base flood elevation (BFE), or base flood depth, as appropriate. Round to nearest higher elevation difference in whole feet using .5 as the midpoint

NOTE: The depth shown on the Flood Insurance Rate Map (FIRM) for Zone AO that indicates the depth of water above the highest adjacent grade resulting from a flood that has a 1% chance of equaling or exceeding that level in any given year.The elevation of surface water resulting from a flood that has a 1% chance of equaling or exceeding that level in any given year. The BFE is shown on the FloodInsurance Rate Map (FIRM) forZones AE, AH, A1-A30, AR, AR/A, AR/AE, AR/A1-A30, AR/AH, AR/A0, V1-V30 andVE.
The value of 9999.0 indicates the field is not reported and/or used for this policy",integer,12,True,False,True,False,3a9c8993-0df8-45dc-95f9-dd02be2467a8,2024-08-27T19:21:04.454Z,cb2e0d3f0d12c07d6161ef1cce527e17e2392be2,
openfema-74,FimaNfipPolicies,2,federalPolicyFee,Federal Policy Fee,Dollar amount of the Federal Policy Fee of the policy,smallint,13,True,False,True,False,67b10a04-437d-4170-bbfc-b71717b97191,2024-08-27T19:21:04.454Z,a739b091bc2e2b3b13860d1e355c0cdc7389ca69,
openfema-74,FimaNfipPolicies,2,ratedFloodZone,Rated Flood Zone,"NFIP Flood Zone - Flood zone derived from the Flood Insurance Rate Map (FIRM) used to rate the insured property.

A - Special Flood with no Base Flood Elevation on FIRM; 
AE, A1-A30 - Special Flood with Base Flood Elevation on FIRM; 
A99 - Special Flood with Protection Zone; 
AH, AHB* - Special Flood with Shallow Ponding; 
AO, AOB* - Special Flood with Sheet Flow; 
X, B - Moderate Flood from primary water source.  Pockets of areas subject to drainage problems; 
X, C - Minimal Flood from primary water source.  Pockets of areas subject to drainage problems; 
D - Possible Flood; 
V - Velocity Flood with no Base Flood Elevation on FIRM; 
VE, V1-V30 - Velocity Flood with Base Flood Elevation on FIRM; 
AE, VE, X - New zone designations used on new maps starting January 1, 1986, in lieu of A1-A30, V1-V30, and B and C; 
AR - A Special Flood Hazard Area that results from the decertification of a previously accredited flood protection system that is determined to be in the process of being restored to provide base flood protection;
AR Dual Zones    - (AR/AE, AR/A1-A30, AR/AH, AR/AO, AR/A) Areas subject to flooding from failure of the flood protection system (Zone AR) which also overlap an existing Special Flood Hazard Area as a dual zone; 

*AHB, AOB, ARE, ARH, ARO, and ARA are not risk zones shown on a map, but are acceptable values for rating purposes",text,14,True,False,True,False,9d1c2ffb-f7af-4c6b-b093-025b9a5277a4,2024-08-27T19:21:04.454Z,f7528bdca83c744c0dce4f227a885bf9d7820cdb,
openfema-74,FimaNfipPolicies,2,hfiaaSurcharge,HFIAA Surcharge,"Required for all new and renewal policies on or after April 1, 2015. Congressionally mandated annual surcharge in dollars required by the Homeowner Flood Insurance Affordability Act of 2014 (HFIAA)",smallint,15,True,False,True,False,dc3ba2fd-2b56-44fc-aeb6-7edbc1c7821e,2024-08-27T19:21:04.454Z,f5b8295f27e351021aee5f0e5590523995d10777,
openfema-74,FimaNfipPolicies,2,houseOfWorshipIndicator,House of Worship Indicator,Indicates whether a building is reported as being a house of worship in the policy application. Yes is indicated with either a 'true' or '1'. No is indicated with either a 'false' or '0'.,boolean,16,True,False,True,False,d39e5737-437a-4901-be19-2385d67210ca,2024-08-27T19:21:04.454Z,12dc2f50e2cb6c4c5d0c4b9bae589df3a1030fca,
openfema-74,FimaNfipPolicies,2,locationOfContents,Location of Contents,"Code that indicates where within the structure the contents are located. 
1 - Basement/Enclosure/Crawlspace/Subgrade Crawlspace only; 
2 - Basement/Enclosure/Crawlspace/Subgrade Crawlspace and above; 
3 - Lowest floor only above ground level (No basement/enclosure/crawlspace/subgrade crawlspace); 
4 - Lowest floor above ground level and higher floors (No basement/enclosure/crawlspace/subgrade crawlspace); 
5 - Above ground level more than one full floor; 
6 - Manufactured (mobile) home or travel trailer on foundation; 
7 - Enclosure/Crawlspace and above;",smallint,17,True,False,True,False,8d8ec066-46c5-4624-b898-9017e8fee7af,2024-08-27T19:21:04.454Z,7c5f076053b4b07aa4b9675b6874f30f8d47d683,
openfema-74,FimaNfipPolicies,2,nonProfitIndicator,Non-Profit Indicator,Indicates whether a building is reported as being a non-profit in the policy application. Yes is indicated with either a 'true' or '1'. No is indicated with either a 'false' or '0',boolean,20,True,False,True,False,f8a4e8bd-a1d2-4eef-88ea-0469ea7896db,2024-08-27T19:21:04.454Z,90d450641c6f9d18ee850edcc7dcc1ac2b25fab3,
openfema-74,FimaNfipPolicies,2,numberOfFloorsInInsuredBuilding,Number of Floors in Insured Building,"Code that indicates the number of floors in the insured structure.                                                                                                                                                                                                                                                                             1 - One floor; 
2 - Two floors; 
3 - Three or more floors; 
4 - Split-level; 
5 - Manufactured (mobile) home or travel trailer on foundation; 
6 - Townhouse/Rowhouse with three or more floors 
(RCBAP Low-rise only);",smallint,21,True,False,True,False,42465837-8c52-420a-b33b-4145c5daac10,2024-08-27T19:21:04.454Z,894df5ceb528db45c5c711a0ef16dce21a679702,
openfema-74,FimaNfipPolicies,2,obstructionType,Obstruction Type,"Code that describes the type of obstruction that may be present under an elevated building. An obstruction includes an enclosed area and/or machinery and equipment attached to the building below the lowest elevated floor.
10 : Free of obstruction
15 : With obstruction: enclosure/crawlspace with proper openings not used for rating (not applicable in V Zones)
20 : With obstruction: less than 300 sq. ft. with breakaway walls, but no machinery or equipment attached to building below lowest elevated floor, or the elevation of the machinery or equipment is at or above the Base Flood Elevation
24 : With obstruction: less than 300 sq. ft. with breakaway walls or finished enclosure and with machinery or equipment attached to building below lowest elevated floor. The elevation of the machinery or equipment is below the Base Flood Elevation.
30 : With obstruction: 300 sq. ft. or more with breakaway walls, but no machinery or equipment attached to building below the Base Flood Elevation
34 : With obstruction: 300 sq. ft. or more with breakaway walls or finished enclosure and with machinery or equipment attached to building below the Base Flood Elevation
40 : With obstruction: no walls, but the elevation of machinery or equipment attached to building is below Base Flood Elevation
50 : With obstruction: nonbreakawaywalls/crawlspace or finished enclosure with no machinery or equipment attached to building below lowest elevated floor
54 : With obstruction: nonbreakawaywalls/crawlspace or finished enclosure with machinery or equipment attached to building below lowest elevated floor
60 : With obstruction
70 : With Certification subgrade crawlspace (AE, A01-A30, unnumbered A, AO, AH,AOB, AHB zones)
80 : Without Certification subgrade crawlspace (all zones)
90 : With Enclosure: Elevated buildings with elevator below the BFE in A zones. No other enclosure below the BFE.
91 : Free of Obstruction: Elevated buildings with lattice, slats, or shutters (including louvers) enclosing the elevator below the BFE in V zones. No other obstruction or machinery and equipment (M&E) servicing the building located below the BFE. The building will be rated free of obstruction with the V zone elevator loading added to the building basic limit.
92 : With Enclosure: Elevated buildings with elevator below the BFE in A zones. Enclosure below the BFE has no proper openings, is finished, or is used for other than parking, building access,or storage.
94 : With Obstruction: Elevated buildings with elevator below the BFE in V zones. No other obstruction or machinery and equipment (M&E)servicing the building located belowthe BFE.
95 : With Obstruction: Elevated buildings with elevator below the BFE in V zones. Breakaway wall obstruction is unfinished and elevator and obstruction are located below the BFE but no machinery and equipment (M&E) servicing the building is located below the BFE.
96 : With Obstruction: Elevated buildings with elevator below the BFE in V zones. Breakaway wall obstruction is finished or is used for other than parking, building access, or storage.
97 : With Obstruction: Elevated buildings with elevator below the BFE in V zones. No other obstruction, but has M&E servicing the building located below the BFE.
98 : With Obstruction: Elevated buildings with elevator below the BFE in V zones. Breakaway walls obstruction and M&E servicing the building are located below the BFE.",smallint,22,True,False,True,False,8e472617-60fa-4442-9e6d-c3dacd249490,2024-08-27T19:21:04.454Z,992d72a92b231fdf119b02e3bf8e63a078dd4acb,
openfema-74,FimaNfipPolicies,2,occupancyType,Occupancy Type,"Code indicating the use and occupancy type of the insured structure. Note, 2-digit codes are for Risk Rating 2.0 policies.  1 = Single family residence; 2 = 2 to 4 Unit residential building; 3 = Residential building with more than 4 units; 4 = Non-residential building; 6 = Non-Residential Business; 11 = Single-family residential building with the exception of a mobile home or a single residential unit within a multi unit building; 12 = A residential non-condo building with 2, 3, or 4  units seeking insurance on all units; 13 = A residential non-condo building with 5 or more units seeking insurance on all units; 14 = Residential mobile/manufactured home; 15 = Residential condo association seeking coverage on a building with one or more units; 16 = Single residential unit within a multi-unit building; 17 = Non-residential mobile/manufactured home; 18 = A non-residential building; 19 = A non-residential unit within a multi-unit building;",smallint,23,True,False,True,False,ab183671-1465-4b47-a31d-40ce910b485a,2024-08-27T19:21:04.454Z,c41bc7fdcd1ccc869ee7f124fb86d04b42aecf50,
openfema-74,FimaNfipPolicies,2,originalConstructionDate,Original Construction Date,The original date of the construction of the building.,date,24,True,False,True,False,7e52eb36-bcf9-4dba-9865-5f6f0263352d,2024-08-27T19:21:04.454Z,4fb46477f0e2b4c953cedc3b264aacb3750d9c7a,
openfema-74,FimaNfipPolicies,2,originalNBDate,Original NB Date,The original date of the flood policy.,date,25,True,False,True,False,1e8bfa73-1e7a-4b94-9fa5-f386d75d8931,2024-08-27T19:21:04.454Z,7cc4b4b7a9117cd8e101eecd87f157456adfc608,
openfema-74,FimaNfipPolicies,2,policyCost,Policy Cost,"Calculated in dollars by adding together calculated premium, reserve fund assessment, federal policy fee, and HFIAA surcharge",integer,26,True,False,True,False,c57ed164-105e-4e6c-bb74-53392ee653ad,2024-08-27T19:21:04.454Z,255c14c527bffe839450b321bd2fae872b78dcdc,
openfema-74,FimaNfipPolicies,2,policyCount,Policy Count,Insured units in an active status. A policy contract ceases to be in an active status as of the cancellation date or the expiration date. Residential Condominium Building Association Policy (RCBAP) contracts are stored as a single policy contract but insure multiple units and therefore represent multiple policies,smallint,27,True,False,True,False,2c1af9cd-facb-485d-a398-4431f14f0c42,2024-08-27T19:21:04.454Z,e550cb5009dc9c78bc298d6ad8df32d87d05d106,
openfema-74,FimaNfipPolicies,2,policyEffectiveDate,Policy Effective Date,"The effective date of the flood policy. When time is not specified in the field, it will default to T00:00:00.000Z. Effective March 1, 1995, the standard waiting period for new business applications and for endorsements increasing coverage is 30 days from the date of application and the presentment of premium.  (Example:  A policy applied for on April 3 would become effective at 12:01 a.m. on May 3.)",date,28,True,False,True,False,e0f711c3-b12c-438a-a320-96a4be8a4333,2024-08-27T19:21:04.454Z,7d641835536a3736650285869cbae082caca119a,
openfema-74,FimaNfipPolicies,2,policyTerminationDate,Policy Termination Date,"Date upon which the cancellation of a flood insurance policy becomes effective - either because it was cancelled or lapsed. When time is not specified in the field, it will default to T00:00:00.000Z",date,29,True,False,True,False,85056fed-ee8e-41d6-a432-7cf0c34fd0e0,2024-08-27T19:21:04.454Z,b1df9f378c1926bcf05ef34c43c2a0bfa2e9428e,
openfema-74,FimaNfipPolicies,2,policyTermIndicator,Policy Term Indicator,"Indicates length of time for which policy is in effect.  As set forth in the Flood Insurance Application form, coverage is provided for an initial policy term of 1 or 3 years and for successive terms of 1 or 3 years, provided the premium for each succeeding term is paid in full and received by the NFIP prior to the expiration of the then current term.  Other terms between 1 and 3 years may be written to coincide with the term of other homeowner's insurance policies.  Preferred Risk Policies are allowed only 1-year terms.  Three-year terms are allowed only for Group Flood policies: 
1 - 1 year;
3 - 3 years (only for policies effective prior to May 1, 1999);
9 - Other (between 1 and 3 years);",smallint,30,True,False,True,False,41010646-10da-402b-aaf5-3520c17283e7,2024-08-27T19:21:04.454Z,aa8023ea2af675d5dcb0ea81800213131c5f8782,
openfema-74,FimaNfipPolicies,2,postFIRMConstructionIndicator,Post-Firm Construction Indicator,"Indicates whether construction was started before or after publication of the FIRM. Yes is indicated with either a 'true' or '1'. No is indicated with either a 'false' or '0'. For insurance rating purposes, buildings for which the start of construction or substantial improvement was after December 31, 1974, or on or after the effective date of the initial FIRM for the community, whichever is later, are considered Post-FIRM construction",boolean,31,False,False,True,False,c51e4bd6-0b5f-48fd-93fc-9fff5cc3c734,2024-08-27T19:21:04.454Z,2d66facde8dff54c17c83a6a1be3ca6fb7815487,
openfema-74,FimaNfipPolicies,2,primaryResidenceIndicator,Primary Residence Indicator,"Indicates whether or not the insured building/condominium unit is the primary residence of the insured. Yes is indicated with either a 'true' or '1'. No is indicated with either a 'false' or '0'.
A single-family dwelling/condominium unit qualifies as the primary residence of the insured provided that, at the time of loss, the named insured or the named insured's spouse has lived in the dwelling for either (1) 80 percent of the 365 days immediately preceding the loss, or (2) 80 percent of the period of ownership of the insured dwelling, if ownership is less than 365 days. 
Effective June 1, 2014, the NFIP defines primary residence to be a building that will be lived in by the insured or the insureds spouse for more than 50 percent of the 365 days following the policy effective date.                                                                                                Y - Primary Residence of Insured;
N - Non-Primary Residence;",boolean,32,False,False,True,False,b766f7c2-0f51-4437-986d-7284aaba8118,2024-08-27T19:21:04.454Z,8bdfe4e6c89701ccee90bb43464ec65ca35ed069,
openfema-74,FimaNfipPolicies,2,rateMethod,Rate Method,"Indicates policy rating method: 1 - Manual; 2 - Specific; 3 - Alternative; 4 - V-Zone Risk Factor Rating Form; 5 - Underinsured Condominium Master Policy; 6 - Provisional; 7 - Preferred Risk Policy (PRPs issued for eligible properties located within a non-Special Flood Hazard Area [non-SFHA]); 8 - Tentative; 9 - MPPP Policy; A - Optional Post-1981 V Zone; B - Pre-FIRM policies with elevation rating - Flood Insurance Manual rate tables; E - FEMA Pre-FIRM Special Rates; F - Leased Federal Property; G - Group Flood Insurance Policy (GFIP); P - Preferred Risk Policy (A PRP renewal issued in the first year following a map revision for an eligible property that was newly mapped into the SFHA by the map revision, or new business written for an eligible property that was newly mapped into the SFHA by a map revision effective on or after October 1, 2008 - PRP Eligibility Extension); Q - Preferred Risk Policy (subsequent PRP renewals where the previous policy year was reported as a 'P' or 'Q'); R - Newly Mapped into SFHA; S - FEMA Special Rates; T - Severe Repetitive Loss Properties (formerly Target Group Full Risk). Effective October 1, 2013, code will no longer be valid; W - Pre-FIRM policies with elevation rating - Submit-for-Rate procedures; RatingEngine : Risk Rated policies where FEMA calculates the rates based on various risk factors.",text,33,True,False,True,False,e5a5325d-93c1-4913-848f-516f9440ccdc,2024-08-27T19:21:04.454Z,8aa95622acff4b5fb11e36d3c4f4259dfe277b3e,
openfema-74,FimaNfipPolicies,2,regularEmergencyProgramIndicator,Regular Emergency Program Indicator,"Identifies the phase of the NFIP in which a community is currently participating.  The program status determines whether flood insurance is available and, if so, determines the limits of insurance coverage. 
R - Regular Program;
E - Emergency Program;",text,34,True,False,True,False,a4870b7f-5ee3-48e2-9257-0144571ee11c,2024-08-27T19:21:04.454Z,7db670a5f49439d368ed45bbb283f99dba57c25f,
openfema-74,FimaNfipPolicies,2,smallBusinessIndicatorBuilding,Small Business Building Indicator,Indicates whether the insured represents a small business. Yes is indicated with either a 'true' or '1'. No is indicated with either a 'false' or '0'. Small business is defined as a business with fewer than 100 employees in the policy application,boolean,35,False,False,True,False,4c432a9d-2f0c-4c2e-a443-5b5f23f6acc6,2024-08-27T19:21:04.454Z,1aba1c322e8717b337e6f315b723ea1e909af40f,
openfema-74,FimaNfipPolicies,2,totalBuildingInsuranceCoverage,Total Building Insurance Coverage,Total Insurance Amount in whole dollars on the Building,integer,36,True,False,True,False,701cdac4-fd34-4136-a972-9e7bbec67a1e,2024-08-27T19:21:04.454Z,fab7a316f16028ee8b172cecf356b26e6b63bf27,
openfema-74,FimaNfipPolicies,2,totalContentsInsuranceCoverage,Total Contents Insurance Coverage,Total Insurance Amount in whole dollars on the Contents,integer,37,True,False,True,False,4c3f4b00-99fd-444d-a454-f095b1bc6d85,2024-08-27T19:21:04.454Z,d658682befb81808287dcd01b921ba80f16dd4a4,
openfema-74,FimaNfipPolicies,2,totalInsurancePremiumOfThePolicy,Total Insurance Premium of the Policy,Total Insurance Premium of the Policy in whole dollars. Negative values indicate a refund.,integer,38,True,False,True,False,e5ce44a4-d22e-48f3-902d-fb9e171573ef,2024-08-27T19:21:04.454Z,4367401efcd9826fc54d7baad668d687040053b5,
openfema-74,FimaNfipPolicies,2,subsidizedRateType,Subsidized Rate Type,"Indicates if a policy was subsidized rated. 
Legal values (value : description):
E : Emergency Program (based on Program Type);
N : Not subsidized;
P : Pre-FIRM subsidized;",text,40,True,False,True,False,1a43e595-7dd5-4c0c-956d-9fa715ade721,2024-08-27T19:21:04.454Z,ee5733db5a0873d8be58130210fbb9a860b2b2e5,
openfema-74,FimaNfipPolicies,2,iccPremium,Increased Cost of Compliance (ICC) Premium,The whole dollar amount of the Increased Cost of Compliance (ICC) premium selected before any discounts are applied by the company to rate the policy.,smallint,41,True,False,True,False,f1e3c412-aae6-4920-b248-f0be81ec20c1,2024-08-27T19:21:04.454Z,b42151181564101700a60c62957a11b18fe33298,
